video_key,channel_id,video_title,video_published_at,video_views,video_likes,video_duration,video_category_id,video_tags
ca723740396c9ebd2d2c56183fe2bed9,UC7QZIf0dta-XPXsp9Hv4dTw,"GUERRA UCRANIA: Las ARMAS OCCIDENTALES, DECISIVAS para FRENAR los ATAQUES RUSOS en JÁRKOV | RTVE",2024-05-31 15:23:09+00:00,15746,228,58.0,25,"['rtve', 'tve', 'la 1', 'canal', '24 horas', '24h', 'noticias', 'ultima hora', 'informacion', 'noticias de última hora', 'directo', 'telediario', 'rtve estrenos', 'rueda de prensa', 'informativo', 'televisión española', 'rtve noticias', 'Ucrania', 'Kiev', 'Rusia', 'Moscú', 'guerra ucraniana', 'Kremlin', 'Járkov', 'ofensiva', 'contraofensiva', 'territorios', 'rusos', 'muertos', 'líneas rojas', 'Volodimir Zelenski', 'Vladimir Putin']"
588021e028876c279d3baca32367dead,UC7QZIf0dta-XPXsp9Hv4dTw,GUERRA UCRANIA: BIDEN da PERMISO a KIEV para ATACAR TERRITORIO RUSO con sus ARMAS | RTVE Noticias,2024-05-31 14:32:44+00:00,88568,1077,65.0,25,"['rtve', 'tve', 'la 1', 'canal', '24 horas', '24h', 'noticias', 'ultima hora', 'informacion', 'noticias de última hora', 'directo', 'telediario', 'rtve estrenos', 'rueda de prensa', 'informativo', 'televisión española', 'rtve noticias', 'EE.UU', 'Rusia', 'Ucrania', 'Alemania', 'Jarkov', 'armamento', 'Volodimir Zelenski', 'Joe Biden', 'Macron', 'Scholz', 'OTAN', 'Vladimir Putin', 'Jens Stoltenberg', 'territorio ruso', 'armas', 'Francia', 'Bélgica', 'rechazo']"
11ff7411877bbf78f9bbd3230ecc63d8,UC7QZIf0dta-XPXsp9Hv4dTw,GUERRA UCRANIA: KIEV ATACA RUSIA con una LLUVIA de DRONES | RTVE Noticias,2024-09-01 15:01:25+00:00,68058,641,69.0,25,"['rtve', 'tve', 'la 1', 'canal', '24 horas', '24h', 'noticias', 'ultima hora', 'informacion', 'noticias de última hora', 'directo', 'telediario', 'rtve estrenos', 'rueda de prensa', 'informativo', 'televisión española', 'rtve noticias', 'en vivo', 'putin', 'zelenski', 'zelensky', 'moscow', 'moscú', 'kiev', 'kyiv', 'rusia', 'russia', 'ucrania', 'ukraine', 'guerra', 'kursk', 'Donbás', 'Belgorod', 'drones', 'Konakovo']"
94ccd45f8e6a0a12eb949170cf091639,UC7QZIf0dta-XPXsp9Hv4dTw,"GUERRA UCRANIA: Dos AÑOS de la INVASIÓN de RUSIA, ¿hasta CUÁNDO pueden SOSTENERSE? | RTVE Noticias",2024-02-23 20:30:09+00:00,64449,651,387.0,25,"['rtve', 'tve', 'la 1', 'canal', '24 horas', '24h', 'noticias', 'ultima hora', 'informacion', 'noticias de última hora', 'directo', 'telediario', 'rtve estrenos', 'rueda de prensa', 'informativo', 'televisión española', 'rtve noticias', 'ucrania', 'guerra ucrania', 'rusia', 'putin', 'zelenski', 'estados unidos', 'joe biden', 'trump', 'senado', 'camara de representantes', 'fondos', 'ayuda internacional', 'ayuda militar', 'avdivka', 'tropas', 'municion', 'armamento', 'corea del norte', 'kim jong un', 'aniversario', 'dos años guerra ucrania', 'drones', 'tanques', 'OTAN', 'Hungria', 'Orban']"
92bfaa413e429d6b8d59e3bee6cbda3e,UC7QZIf0dta-XPXsp9Hv4dTw,"RUSIA: PUTIN AMENAZA con una ""GUERRA contra la OTAN"" si UCRANIA usa ARMAMENTO en su TERRITORIO |RTVE",2024-09-13 13:11:49+00:00,79944,772,93.0,25,"['rtve', 'tve', 'la 1', 'canal', '24 horas', '24h', 'noticias', 'ultima hora', 'informacion', 'noticias de última hora', 'directo', 'telediario', 'rtve estrenos', 'rueda de prensa', 'informativo', 'televisión española', 'rtve noticias', 'en vivo', 'putin', 'amenazas', 'otan', 'guerra ucrania', 'armamento', 'kiev', 'moscú', 'zelenski', 'biden', 'starmer']"
43d54b249d81db2451cd58c0066b8102,UC7QZIf0dta-XPXsp9Hv4dTw,GUERRA UCRANIA: COREA del NORTE ratifica el ACUERDO con PUTIN para COMBATIR en KURSK | RTVE,2024-11-12 15:52:31+00:00,46159,448,129.0,25,"['rtve', 'tve', 'la 1', 'canal', '24 horas', '24h', 'noticias', 'ultima hora', 'informacion', 'noticias de última hora', 'directo', 'telediario', 'rtve estrenos', 'rueda de prensa', 'informativo', 'televisión española', 'rtve noticias', 'en vivo', 'Guerra en Ucrania', 'Corea del Norte', 'Kim Jong Un', 'Putin', 'acuerdo rusia y corea del norte', 'soldados norcoreanos en ucrania']"
b631a2e41eea5e25be61fb87ca9eac3b,UC7QZIf0dta-XPXsp9Hv4dTw,"RUSIA: UCRANIA ACUSA al KREMLIN de USAR STARLINK, el SISTEMA de SATÉLITES de ELON MUSK  | RTVE",2024-02-13 20:52:32+00:00,142628,1476,109.0,25,"['rtve', 'tve', 'la 1', 'canal', '24 horas', '24h', 'noticias', 'ultima hora', 'informacion', 'noticias de última hora', 'directo', 'telediario', 'rtve estrenos', 'rueda de prensa', 'informativo', 'televisión española', 'rtve noticias', 'Rusia', 'Ucrania', 'Kiev', 'Moscú', 'Putin', 'Volodimir Zelenski', 'Elon Musk', 'inteligencia artificial', 'Starlink']"
e71f7016d48b5dcb097e529dc38b2733,UC7QZIf0dta-XPXsp9Hv4dTw,GUERRA UCRANIA: El CANCILLER alemán SCHOLZ promete 650 millones en ARMAMENTO | RTVE Noticias,2024-12-02 19:35:15+00:00,8369,111,109.0,25,"['rtve', 'tve', 'la 1', 'canal', '24 horas', '24h', 'noticias', 'ultima hora', 'informacion', 'noticias de última hora', 'directo', 'telediario', 'rtve estrenos', 'rueda de prensa', 'informativo', 'televisión española', 'rtve noticias', 'en vivo', 'Alemania', 'Ucrania', 'Scholz', 'Zelenski', 'Putin', 'Misil', 'Armamento', 'Armamento alemán', 'Misiles alemanes', 'Apoyo', 'visita Scholz']"
e8818c3c2e73666ff7c241a0106aefe4,UC7QZIf0dta-XPXsp9Hv4dTw,GUERRA UCRANIA: RUSIA EVACÚA otro distrito de KURSK aunque aseguran haber RECUPERADO TERRENO | RTVE,2024-08-15 14:00:00+00:00,65247,765,77.0,25,"['rtve', 'tve', 'la 1', 'canal', '24 horas', '24h', 'noticias', 'ultima hora', 'informacion', 'noticias de última hora', 'directo', 'telediario', 'rtve estrenos', 'rueda de prensa', 'informativo', 'televisión española', 'rtve noticias', 'en vivo', 'ucrania', 'rusia', 'putin', 'zelenski', 'invasion', 'soldados', 'kursk', 'martynovka', 'krupets', 'belgorod', 'ejercito', 'defensa']"
ca265b3aaa4d647f34be9ae168b5641a,UC7QZIf0dta-XPXsp9Hv4dTw,"GUERRA UCRANIA: KIEV lanza ONCE DRONES contra MOSCÚ, dirigidos a tres AEROPUERTOS | RTVE",2024-08-21 12:16:59+00:00,214924,2606,94.0,25,"['rtve', 'tve', 'la 1', 'canal', '24 horas', '24h', 'noticias', 'ultima hora', 'informacion', 'noticias de última hora', 'directo', 'telediario', 'rtve estrenos', 'rueda de prensa', 'informativo', 'televisión española', 'rtve noticias', 'en vivo', 'guerra', 'ucrania', 'rusia', 'ataque', 'moscú', 'drones', 'kursk', 'putin', 'zelenski', 'zelensky', 'ofensiva', 'territorio', 'ruso', 'jerson', 'jarkov', 'russia', 'war', 'defensas antiaéreas', 'misiles', 'bombardeos', 'ejército', 'soldados']"
